=================================== trip START 
################################# cruise START 
1,65.8427544354,1201931250.0
################################## cruise DROP 
################################# cruise START 
2,354.752457063,1201931542.0
################################## cruise DROP 
################################# cruise START 
3,106.731628213,1201931842.0
################################## cruise DROP 
################################# cruise START 
4,178.040952296,1201932742.0
5,179.574781778,1201933501.0
################################### cruise END 
################################# cruise START 
6,206.250942227,1201933642.0
################################## cruise DROP 
################################# cruise START 
7,340.570516652,1201933942.0
################################## cruise DROP 
################################# cruise START 
8,305.717781325,1201934242.0
################################## cruise DROP 
################################# cruise START 
9,201.942844554,1201934542.0
################################## cruise DROP 
################################# cruise START 
10,274.241781619,1201934842.0
################################## cruise DROP 
################################# cruise START 
11,346.176305738,1201935142.0
################################## cruise DROP 
################################# cruise START 
12,37.7154863411,1201935442.0
################################## cruise DROP 
################################# cruise START 
13,203.011458483,1201935742.0
################################## cruise DROP 
################################# cruise START 
14,182.539977264,1201936042.0
15,188.391977564,1201936342.0
################################### cruise END 
################################# cruise START 
16,216.292774483,1201936642.0
################################## cruise DROP 
################################# cruise START 
17,180.228290587,1201937341.0
################################## cruise DROP 
################################# cruise START 
18,0.0801872727575,1201937542.0
################################## cruise DROP 
################################# cruise START 
19,180.166702493,1201937842.0
################################## cruise DROP 
################################# cruise START 
20,21.9992123899,1201938142.0
################################## cruise DROP 
################################# cruise START 
21,1.8976113032,1201938442.0
22,1.13984254084,1201938760.0
################################### cruise END 
################################# cruise START 
23,150.459018783,1201939042.0
################################## cruise DROP 
################################# cruise START 
24,132.999576147,1201939342.0
################################## cruise DROP 
################################# cruise START 
25,172.395499968,1201939642.0
################################## cruise DROP 
################################# cruise START 
26,131.855807645,1201939942.0
################################## cruise DROP 
################################# cruise START 
27,16.7677850173,1201940242.0
################################## cruise DROP 
################################# cruise START 
28,189.584968206,1201940542.0
################################## cruise DROP 
################################# cruise START 
29,340.551408515,1201940842.0
################################## cruise DROP 
################################# cruise START 
30,180.947222318,1201941142.0
################################## cruise DROP 
################################# cruise START 
31,270,1201941442.0
################################## cruise DROP 
################################# cruise START 
32,333.904368374,1201941742.0
################################## cruise DROP 
################################# cruise START 
33,229.172326285,1201942042.0
################################## cruise DROP 
################################# cruise START 
34,334.225231029,1201942342.0
################################## cruise DROP 
################################# cruise START 
35,189.69758719,1201942642.0
################################## cruise DROP 
################################# cruise START 
36,169.609068584,1201943242.0
################################## cruise DROP 
################################# cruise START 
37,348.552351524,1201943542.0
################################## cruise DROP 
################################# cruise START 
38,313.906018225,1201945042.0
################################## cruise DROP 
################################# cruise START 
39,359.191286549,1201945641.0
################################## cruise DROP 
################################# cruise START 
40,178.746604449,1201946241.0
################################## cruise DROP 
################################# cruise START 
41,1.51257648134,1201946541.0
################################## cruise DROP 
################################# cruise START 
42,181.462218092,1201946841.0
################################## cruise DROP 
################################# cruise START 
43,137.318944803,1201947141.0
################################## cruise DROP 
################################# cruise START 
44,173.536872447,1201947441.0
################################## cruise DROP 
################################# cruise START 
45,65.1292868,1201947741.0
################################## cruise DROP 
################################# cruise START 
46,176.182060897,1201948249.0
47,180.080957215,1201948341.0
48,176.354498714,1201948641.0
################################### cruise END 
################################# cruise START 
49,74.6305498173,1201948941.0
################################## cruise DROP 
################################# cruise START 
50,107.465102843,1201949241.0
################################## cruise DROP 
################################# cruise START 
51,160.012896915,1201950301.0
################################## cruise DROP 
################################# cruise START 
52,9.53262829786,1201950441.0
################################## cruise DROP 
################################# cruise START 
53,350.084703745,1201950741.0
54,359.121304375,1201951041.0
################################### cruise END 
################################# cruise START 
55,48.5123131232,1201951341.0
################################## cruise DROP 
################################# cruise START 
56,1.68317705819,1201951641.0
################################## cruise DROP 
################################# cruise START 
57,182.047242024,1201951941.0
################################## cruise DROP 
################################# cruise START 
58,142.313591969,1201952241.0
################################## cruise DROP 
################################# cruise START 
59,65.3988777449,1201952541.0
################################## cruise DROP 
################################# cruise START 
60,16.7475275755,1201953534.0
################################## cruise DROP 
################################# cruise START 
61,39.0678089633,1201953741.0
################################## cruise DROP 
################################# cruise START 
62,105.496303404,1201954041.0
################################## cruise DROP 
################################# cruise START 
63,42.5674159558,1201954361.0
################################## cruise DROP 
################################# cruise START 
64,147.973638645,1201954641.0
################################## cruise DROP 
################################# cruise START 
65,94.8237446743,1201954941.0
################################## cruise DROP 
################################# cruise START 
66,284.566527764,1201955241.0
################################## cruise DROP 
################################# cruise START 
67,205.067603831,1201956141.0
################################## cruise DROP 
################################# cruise START 
68,346.946752477,1201956441.0
################################## cruise DROP 
################################# cruise START 
69,326.860513967,1201956741.0
################################## cruise DROP 
################################# cruise START 
70,199.497432171,1201957041.0
################################## cruise DROP 
################################# cruise START 
71,346.807428798,1201957341.0
################################## cruise DROP 
################################# cruise START 
72,209.781985988,1201957641.0
################################## cruise DROP 
################################# cruise START 
73,319.397210049,1201957941.0
################################## cruise DROP 
################################# cruise START 
74,202.730013596,1201958241.0
################################## cruise DROP 
################################# cruise START 
75,334.015471821,1201958541.0
################################## cruise DROP 
################################# cruise START 
76,196.689754369,1201958841.0
################################## cruise DROP 
################################# cruise START 
77,358.036807402,1201959141.0
################################## cruise DROP 
################################# cruise START 
78,172.346416224,1201959441.0
################################## cruise DROP 
################################# cruise START 
79,351.055693027,1201959741.0
80,355.13287436,1201960341.0
################################### cruise END 
################################# cruise START 
81,173.538045839,1201960641.0
################################## cruise DROP 
################################# cruise START 
82,0.39398030348,1201960941.0
83,359.938281367,1201961241.0
################################### cruise END 
################################# cruise START 
84,180.087210916,1201961541.0
################################## cruise DROP 
################################# cruise START 
85,359.934516513,1201961840.0
################################## cruise DROP 
################################# cruise START 
86,76.2132254607,1201962140.0
################################## cruise DROP 
################################# cruise START 
87,162.154055357,1201962440.0
################################## cruise DROP 
################################# cruise START 
88,80.3258018494,1201962740.0
################################## cruise DROP 
################################# cruise START 
89,133.297723275,1201963040.0
################################## cruise DROP 
################################# cruise START 
90,346.733698572,1201963340.0
################################## cruise DROP 
################################# cruise START 
91,180.94792466,1201963640.0
################################## cruise DROP 
################################# cruise START 
92,85.4242025192,1201963940.0
################################## cruise DROP 
################################# cruise START 
93,329.545193474,1201964240.0
################################## cruise DROP 
################################# cruise START 
94,64.3751302285,1201964540.0
################################## cruise DROP 
################################# cruise START 
95,188.842092671,1201964840.0
96,180.12142217,1201965440.0
################################### cruise END 
################################# cruise START 
97,302.388894466,1201965740.0
################################## cruise DROP 
################################# cruise START 
98,250.549787089,1201966040.0
################################## cruise DROP 
################################# cruise START 
99,5.57713263973,1201966340.0
################################## cruise DROP 
################################# cruise START 
100,114.061687734,1201966640.0
101,106.133823969,1201966940.0
################################### cruise END 
################################# cruise START 
102,274.66371604,1201967240.0
################################## cruise DROP 
################################# cruise START 
103,331.618504366,1201967840.0
104,327.860114265,1201968140.0
################################### cruise END 
################################# cruise START 
105,149.065035756,1201968740.0
106,150.868460778,1201969040.0
################################### cruise END 
################################# cruise START 
107,56.6281999631,1201969340.0
################################## cruise DROP 
################################# cruise START 
108,188.25054598,1201969640.0
################################## cruise DROP 
################################# cruise START 
109,262.096292488,1201969940.0
################################## cruise DROP 
################################# cruise START 
110,11.8142384002,1201970240.0
################################## cruise DROP 
################################# cruise START 
111,156.940737167,1201970540.0
################################## cruise DROP 
################################# cruise START 
112,348.074902136,1201970840.0
################################## cruise DROP 
################################# cruise START 
113,205.936570039,1201971140.0
################################## cruise DROP 
################################# cruise START 
114,358.275909419,1201971440.0
################################## cruise DROP 
################################# cruise START 
115,221.934507915,1201971740.0
################################## cruise DROP 
################################# cruise START 
116,63.3125225037,1201972040.0
################################## cruise DROP 
################################# cruise START 
117,182.026501308,1201972340.0
118,169.078705251,1201972640.0
119,155.45119371,1201972940.0
################################### cruise END 
################################# cruise START 
120,330.353042315,1201973240.0
121,320.095980158,1201973540.0
122,322.739488988,1201973840.0
################################### cruise END 
################################# cruise START 
123,17.0627954195,1201974140.0
################################## cruise DROP 
################################# cruise START 
124,186.712851723,1201974532.0
################################## cruise DROP 
################################# cruise START 
125,352.072585614,1201974740.0
################################## cruise DROP 
################################# cruise START 
126,205.435507217,1201975040.0
################################## cruise DROP 
################################# cruise START 
127,350.842964861,1201975340.0
################################## cruise DROP 
################################# cruise START 
128,274.950515734,1201976240.0
################################## cruise DROP 
################################# cruise START 
129,236.105675169,1201976540.0
################################## cruise DROP 
################################# cruise START 
130,359.252158445,1201977140.0
################################## cruise DROP 
################################# cruise START 
131,180.380233355,1201977440.0
################################## cruise DROP 
################################# cruise START 
132,0.305220595825,1201977740.0
133,0,1201978339.0
################################### cruise END 
################################# cruise START 
134,180.219382004,1201978639.0
135,180,1201978939.0
################################### cruise END 
################################# cruise START 
136,359.239160498,1201979239.0
################################## cruise DROP 
################################# cruise START 
137,180.866704482,1201979539.0
################################## cruise DROP 
################################# cruise START 
138,2.3546093171,1201979839.0
139,359.629213454,1201980139.0
################################### cruise END 
################################# cruise START 
140,179.659865624,1201980439.0
################################## cruise DROP 
################################# cruise START 
141,0.933482241939,1201980739.0
################################## cruise DROP 
===================================== trip END 
-1,stop,1201981039.0
=================================== trip START 
################################# cruise START 
142,179.351573153,1201981639.0
################################## cruise DROP 
################################# cruise START 
143,0.306828657917,1201981939.0
144,359.696369216,1201982239.0
################################### cruise END 
################################# cruise START 
145,179.268762998,1201982539.0
################################## cruise DROP 
################################# cruise START 
146,195.124522139,1201982839.0
################################## cruise DROP 
################################# cruise START 
147,8.07146380405,1201983439.0
148,359.483838691,1201983739.0
################################### cruise END 
################################# cruise START 
149,180.606562045,1201984039.0
################################## cruise DROP 
################################# cruise START 
150,0.217201902979,1201984339.0
################################## cruise DROP 
################################# cruise START 
151,179.977319155,1201984639.0
################################## cruise DROP 
################################# cruise START 
152,359.932752451,1201984939.0
153,0.374457187447,1201985239.0
################################### cruise END 
################################# cruise START 
154,180.294825625,1201985539.0
155,180.092580754,1201985839.0
156,180,1201986139.0
################################### cruise END 
################################# cruise START 
157,0,1201986439.0
158,359.451471216,1201986739.0
159,0.0886473246152,1201987039.0
################################### cruise END 
################################# cruise START 
160,180,1201987339.0
################################## cruise DROP 
################################# cruise START 
161,359.767825711,1201987639.0
162,0.259630889834,1201987939.0
################################### cruise END 
################################# cruise START 
163,181.016976098,1201988239.0
################################## cruise DROP 
################################# cruise START 
164,3.2990895171,1201988539.0
165,359.335205352,1201988839.0
################################### cruise END 
################################# cruise START 
166,179.71506471,1201989139.0
################################## cruise DROP 
################################# cruise START 
167,357.563682492,1201989439.0
################################## cruise DROP 
################################# cruise START 
168,176.539969349,1201989739.0
169,177.807044571,1201990039.0
################################### cruise END 
################################# cruise START 
170,359.82306934,1201990339.0
################################## cruise DROP 
################################# cruise START 
171,180.585045102,1201990639.0
172,178.945281528,1201990939.0
################################### cruise END 
===================================== trip END 
-1,stop,1201991239.0
=================================== trip START 
################################# cruise START 
173,358.120088127,1201991539.0
################################## cruise DROP 
################################# cruise START 
174,180,1201991839.0
################################## cruise DROP 
################################# cruise START 
175,2.92287690654,1201992139.0
176,0.862413660486,1201992439.0
################################### cruise END 
################################# cruise START 
177,180.699303131,1201992739.0
################################## cruise DROP 
################################# cruise START 
178,0.405051967799,1201993039.0
################################## cruise DROP 
################################# cruise START 
179,180.917973697,1201993639.0
################################## cruise DROP 
################################# cruise START 
180,0,1201994539.0
181,0,1201994839.0
################################### cruise END 
################################# cruise START 
182,180.085538902,1201995438.0
################################## cruise DROP 
################################# cruise START 
183,0.0953880240685,1201995738.0
################################## cruise DROP 
################################# cruise START 
184,180.177299291,1201996038.0
185,178.074153432,1201996338.0
################################### cruise END 
################################# cruise START 
186,359.940382766,1201996938.0
################################## cruise DROP 
################################# cruise START 
187,180.053192233,1201997238.0
################################## cruise DROP 
################################# cruise START 
188,359.920585572,1201997538.0
################################## cruise DROP 
################################# cruise START 
189,179.927163113,1201997838.0
################################## cruise DROP 
################################# cruise START 
