=================================== trip START 
################################# cruise START 
1,167.97270211,1201934798.0
################################## cruise DROP 
################################# cruise START 
2,265.525077655,1201934828.0
3,264.115326804,1201934858.0
################################### cruise END 
################################# cruise START 
4,176.261465664,1201934888.0
################################## cruise DROP 
################################# cruise START 
5,194.014962683,1201934918.0
################################## cruise DROP 
################################# cruise START 
6,178.195153177,1201934948.0
7,177.520236781,1201934978.0
8,178.557995245,1201935008.0
9,179.588545239,1201935038.0
10,179.615070513,1201935068.0
################################### cruise END 
################################# cruise START 
11,244.084768004,1201935098.0
################################## cruise DROP 
===================================== trip END 
-1,stop,1201935128.0
=================================== trip START 
################################# cruise START 
12,238.357947498,1201935188.0
################################## cruise DROP 
################################# cruise START 
13,159.034443253,1201935218.0
14,161.123745983,1201935248.0
15,159.286872022,1201935338.0
16,158.977928908,1201935368.0
17,171.312253621,1201935428.0
################################### cruise END 
################################# cruise START 
18,149.422731168,1201935458.0
19,163.37557919,1201935488.0
20,157.95712112,1201935518.0
21,166.199386732,1201935548.0
22,153.700782027,1201935578.0
23,153.511708507,1201935608.0
24,152.497032269,1201935638.0
25,147.908180938,1201935668.0
26,151.06489785,1201935698.0
27,147.902021832,1201935728.0
28,148.887905178,1201935758.0
29,145.387841772,1201935788.0
################################### cruise END 
################################# cruise START 
30,164.258266173,1201935848.0
################################## cruise DROP 
################################# cruise START 
31,180.771240974,1201935878.0
32,179.217716883,1201935908.0
33,174.623610063,1201935938.0
34,182.432534601,1201935968.0
################################### cruise END 
################################# cruise START 
35,158.18367364,1201935998.0
36,146.596786903,1201936028.0
37,148.066290493,1201936058.0
38,142.372026908,1201936088.0
39,133.983125125,1201936118.0
40,135.948127393,1201936148.0
41,134.113665045,1201936178.0
42,141.86353418,1201936208.0
43,154.814901437,1201936238.0
44,149.060018774,1201936268.0
45,149.899972371,1201936328.0
46,149.672055201,1201936358.0
47,149.180973172,1201936388.0
48,149.717262882,1201936418.0
49,157.380898529,1201936426.0
50,149.356409315,1201936455.0
################################### cruise END 
################################# cruise START 
51,122.541288478,1201936485.0
################################## cruise DROP 
################################# cruise START 
52,69.6764261545,1201936515.0
################################## cruise DROP 
################################# cruise START 
53,126.670975106,1201936575.0
################################## cruise DROP 
################################# cruise START 
54,160.672823635,1201936605.0
55,161.625242555,1201936635.0
################################### cruise END 
################################# cruise START 
56,237.578213109,1201936665.0
################################## cruise DROP 
################################# cruise START 
57,270.915778124,1201936695.0
58,270.972260686,1201936724.0
################################### cruise END 
################################# cruise START 
59,355.170651914,1201936754.0
################################## cruise DROP 
################################# cruise START 
60,275.185457432,1201936874.0
################################## cruise DROP 
################################# cruise START 
61,329.305276456,1201936934.0
62,328.686495379,1201936964.0
################################### cruise END 
===================================== trip END 
-1,stop,1201937024.0
=================================== trip START 
################################# cruise START 
63,149.153551384,1201938374.0
64,149.784596971,1201938404.0
################################### cruise END 
################################# cruise START 
65,130.787197078,1201938434.0
################################## cruise DROP 
################################# cruise START 
66,69.0444388351,1201938464.0
67,69.7086477457,1201938494.0
68,68.5921926286,1201938524.0
69,67.9839347189,1201938554.0
70,67.3312650831,1201938584.0
################################### cruise END 
################################# cruise START 
71,157.522208404,1201938614.0
################################## cruise DROP 
################################# cruise START 
72,172.871721949,1201938674.0
73,173.761210428,1201938704.0
74,177.09368861,1201938734.0
################################### cruise END 
################################# cruise START 
75,92.9166596772,1201938764.0
################################## cruise DROP 
===================================== trip END 
-1,stop,1201938824.0
=================================== trip START 
################################# cruise START 
76,172.483434005,1201939304.0
################################## cruise DROP 
################################# cruise START 
77,116.763458475,1201939364.0
78,121.778012476,1201939394.0
################################### cruise END 
################################# cruise START 
79,176.96912195,1201939424.0
################################## cruise DROP 
===================================== trip END 
-1,stop,1201939454.0
=================================== trip START 
################################# cruise START 
80,356.855642313,1201939484.0
################################## cruise DROP 
==================================== trip DROP 
-1,stop,1201939528.0
=================================== trip START 
################################# cruise START 
81,278.018491473,1201939558.0
82,272.083201016,1201939588.0
################################### cruise END 
################################# cruise START 
83,357.565598426,1201939618.0
84,354.459497376,1201939648.0
85,353.915374245,1201939678.0
86,351.911891825,1201939708.0
87,351.629087546,1201939738.0
################################### cruise END 
################################# cruise START 
88,317.558073716,1201939768.0
################################## cruise DROP 
################################# cruise START 
89,246.888728907,1201939798.0
90,248.428809086,1201939858.0
91,249.548848306,1201939888.0
################################### cruise END 
################################# cruise START 
92,322.968213639,1201939918.0
################################## cruise DROP 
################################# cruise START 
93,267.158913069,1201939948.0
################################## cruise DROP 
===================================== trip END 
-1,stop,1201939978.0
=================================== trip START 
################################# cruise START 
94,49.1457924402,1201940003.0
################################## cruise DROP 
################################# cruise START 
95,346.203051161,1201940032.0
96,332.253157817,1201940062.0
################################### cruise END 
################################# cruise START 
97,72.6856877596,1201940092.0
################################## cruise DROP 
################################# cruise START 
98,88.5759387909,1201940120.0
################################## cruise DROP 
################################# cruise START 
