=================================== trip START 
################################# cruise START 
1,127.283714538,1201930281.0
################################## cruise DROP 
################################# cruise START 
2,102.575746702,1201930311.0
3,97.6605818179,1201930341.0
################################### cruise END 
===================================== trip END 
-1,stop,1201930371.0
=================================== trip START 
################################# cruise START 
4,108.089834941,1201930581.0
5,97.2128009912,1201930611.0
6,97.599565808,1201930641.0
7,96.2140890076,1201930671.0
################################### cruise END 
===================================== trip END 
-1,stop,1201930701.0
=================================== trip START 
################################# cruise START 
8,94.5551816973,1201930761.0
9,100.475461448,1201930791.0
################################### cruise END 
==================================== trip DROP 
-1,stop,1201930821.0
=================================== trip START 
################################# cruise START 
10,115.782504492,1201931121.0
################################## cruise DROP 
################################# cruise START 
11,174.173189456,1201931151.0
################################## cruise DROP 
################################# cruise START 
12,355.511577521,1201931181.0
13,353.55768841,1201931211.0
14,354.306834051,1201931241.0
15,355.394410555,1201931270.0
################################### cruise END 
===================================== trip END 
-1,stop,1201931300.0
=================================== trip START 
################################# cruise START 
16,354.953773059,1201931480.0
17,353.019368128,1201931510.0
18,349.526476575,1201931540.0
################################### cruise END 
===================================== trip END 
-1,stop,1201931570.0
=================================== trip START 
################################# cruise START 
19,349.674053826,1201931870.0
20,354.536145703,1201931900.0
21,352.200144497,1201931930.0
22,353.885420735,1201931960.0
################################### cruise END 
################################# cruise START 
23,88.4617822362,1201931990.0
################################## cruise DROP 
################################# cruise START 
24,176.755894323,1201932020.0
################################## cruise DROP 
===================================== trip END 
-1,stop,1201932050.0
=================================== trip START 
################################# cruise START 
25,178.246850172,1201932290.0
################################## cruise DROP 
################################# cruise START 
26,88.1287299502,1201932320.0
################################## cruise DROP 
==================================== trip DROP 
-1,stop,1201932380.0
=================================== trip START 
################################# cruise START 
27,2.8568986884,1201932980.0
################################## cruise DROP 
################################# cruise START 
28,70.174888294,1201933010.0
################################## cruise DROP 
==================================== trip DROP 
-1,stop,1201933040.0
=================================== trip START 
################################# cruise START 
29,269.424030568,1201933370.0
################################## cruise DROP 
################################# cruise START 
30,87.585985993,1201933400.0
################################## cruise DROP 
################################# cruise START 
31,41.3462517298,1201933430.0
################################## cruise DROP 
===================================== trip END 
-1,stop,1201933460.0
=================================== trip START 
################################# cruise START 
32,2.98645768315,1201933670.0
################################## cruise DROP 
==================================== trip DROP 
-1,stop,1201933700.0
=================================== trip START 
################################# cruise START 
33,340.00760957,1201933744.0
################################## cruise DROP 
################################# cruise START 
34,228.637780433,1201933774.0
################################## cruise DROP 
################################# cruise START 
35,210.21905024,1201933804.0
################################## cruise DROP 
################################# cruise START 
36,186.889504797,1201933834.0
37,173.749056217,1201933864.0
38,173.435717066,1201933894.0
39,173.345767445,1201933924.0
################################### cruise END 
################################# cruise START 
40,204.998037875,1201933954.0
################################## cruise DROP 
################################# cruise START 
41,222.471634229,1201934014.0
42,217.728773036,1201934044.0
43,217.130017788,1201934074.0
################################### cruise END 
################################# cruise START 
44,237.778464765,1201934104.0
45,246.935196689,1201934164.0
46,246.348198986,1201934194.0
47,245.219355926,1201934224.0
48,244.800766977,1201934254.0
49,244.772281395,1201934284.0
50,230.296895823,1201934314.0
51,220.0316619,1201934344.0
52,220.266927299,1201934374.0
53,220.057530056,1201934404.0
54,220.545711183,1201934434.0
55,220.322819966,1201934464.0
56,220.482114966,1201934494.0
57,221.790157118,1201934554.0
58,209.210471621,1201934584.0
################################### cruise END 
################################# cruise START 
59,136.358393655,1201934614.0
60,130.138748188,1201934644.0
61,131.356992933,1201934674.0
62,139.180505086,1201934704.0
################################### cruise END 
################################# cruise START 
63,161.487928751,1201934734.0
################################## cruise DROP 
################################# cruise START 
64,180.125823148,1201934764.0
################################## cruise DROP 
################################# cruise START 
65,198.824061237,1201935003.0
################################## cruise DROP 
################################# cruise START 
66,177.087503086,1201935005.0
################################## cruise DROP 
################################# cruise START 
67,236.271166188,1201935035.0
################################## cruise DROP 
################################# cruise START 
68,271.10806353,1201935065.0
69,267.734335648,1201935095.0
70,272.665674787,1201935125.0
71,270.968373019,1201935155.0
72,270,1201935185.0
73,268.606751788,1201935215.0
################################### cruise END 
===================================== trip END 
-1,stop,1201935245.0
=================================== trip START 
################################# cruise START 
74,279.832649866,1201935275.0
################################## cruise DROP 
################################# cruise START 
75,263.799901531,1201935305.0
76,271.753986236,1201935335.0
77,269.791361193,1201935365.0
################################### cruise END 
################################# cruise START 
78,310.703325254,1201935395.0
################################## cruise DROP 
################################# cruise START 
79,150.587480855,1201935425.0
################################## cruise DROP 
################################# cruise START 
80,178.242471604,1201935455.0
################################## cruise DROP 
################################# cruise START 
81,221.345657958,1201935485.0
################################## cruise DROP 
################################# cruise START 
82,267.587521886,1201935515.0
################################## cruise DROP 
################################# cruise START 
83,250.211305131,1201935575.0
################################## cruise DROP 
################################# cruise START 
84,224.822413221,1201935646.0
################################## cruise DROP 
===================================== trip END 
-1,stop,1201935694.0
=================================== trip START 
################################# cruise START 
85,241.240135771,1201935754.0
################################## cruise DROP 
==================================== trip DROP 
-1,stop,1201935784.0
=================================== trip START 
################################# cruise START 
86,261.337213313,1201935874.0
87,267.687080501,1201935904.0
88,266.075373286,1201935934.0
89,265.991247916,1201935964.0
90,272.168231593,1201935994.0
