=================================== trip START 
################################# cruise START 
1,133.538200435,1201931421.0
2,131.195873029,1201931468.0
3,126.857503834,1201931561.0
4,138.794227679,1201931597.0
5,143.620991474,1201931606.0
6,137.631801242,1201931618.0
################################### cruise END 
===================================== trip END 
-1,stop,1201931664.0
=================================== trip START 
################################# cruise START 
7,285.444553274,1201931688.0
################################## cruise DROP 
################################# cruise START 
8,309.578300975,1201931700.0
################################## cruise DROP 
################################# cruise START 
9,357.562730319,1201931715.0
################################## cruise DROP 
==================================== trip DROP 
-1,stop,1201931749.0
=================================== trip START 
################################# cruise START 
10,229.638496528,1201931755.0
11,231.246194054,1201931760.0
################################### cruise END 
################################# cruise START 
12,297.934141336,1201931783.0
13,311.919274567,1201931786.0
################################### cruise END 
################################# cruise START 
14,342.120754533,1201931800.0
################################## cruise DROP 
################################# cruise START 
15,231.604820777,1201931806.0
################################## cruise DROP 
################################# cruise START 
16,201.875910651,1201931915.0
################################## cruise DROP 
################################# cruise START 
17,16.7129556957,1201931952.0
18,18.651232119,1201931956.0
################################### cruise END 
################################# cruise START 
19,309.713941726,1201932193.0
################################## cruise DROP 
===================================== trip END 
-1,stop,1201932210.0
=================================== trip START 
################################# cruise START 
20,316.406810143,1201932213.0
21,330.738753939,1201932216.0
################################### cruise END 
################################# cruise START 
22,355.866228391,1201932219.0
################################## cruise DROP 
################################# cruise START 
23,320.526993887,1201932222.0
################################## cruise DROP 
################################# cruise START 
24,105.075053433,1201932225.0
################################## cruise DROP 
################################# cruise START 
25,121.284995144,1201932228.0
################################## cruise DROP 
################################# cruise START 
26,169.897857743,1201932234.0
27,169.687628755,1201932255.0
################################### cruise END 
################################# cruise START 
28,231.340072844,1201932968.0
29,217.456757281,1201932973.0
30,213.464047404,1201932976.0
################################### cruise END 
===================================== trip END 
-1,stop,1201933033.0
=================================== trip START 
################################# cruise START 
31,220.949181714,1201933036.0
################################## cruise DROP 
################################# cruise START 
32,324.875684001,1201933115.0
################################## cruise DROP 
===================================== trip END 
-1,stop,1201933185.0
=================================== trip START 
################################# cruise START 
33,172.300033851,1201933221.0
################################## cruise DROP 
################################# cruise START 
34,155.642198644,1201933229.0
35,148.494507649,1201933245.0
################################### cruise END 
################################# cruise START 
36,212.914316433,1201933306.0
################################## cruise DROP 
===================================== trip END 
-1,stop,1201933316.0
=================================== trip START 
################################# cruise START 
37,123.830700213,1201933332.0
################################## cruise DROP 
==================================== trip DROP 
-1,stop,1201933385.0
=================================== trip START 
################################# cruise START 
38,39.4454946538,1201933388.0
39,41.7915216605,1201933425.0
40,40.5275965219,1201933433.0
################################### cruise END 
==================================== trip DROP 
-1,stop,1201933526.0
=================================== trip START 
################################# cruise START 
41,50.8872963337,1201933559.0
################################## cruise DROP 
################################# cruise START 
42,70.4039686119,1201933579.0
################################## cruise DROP 
################################# cruise START 
43,16.8250377574,1201933593.0
################################## cruise DROP 
################################# cruise START 
44,300.599646655,1201933658.0
################################## cruise DROP 
===================================== trip END 
-1,stop,1201933735.0
=================================== trip START 
################################# cruise START 
45,262.256578923,1201933749.0
################################## cruise DROP 
################################# cruise START 
46,220.449803946,1201933771.0
################################## cruise DROP 
==================================== trip DROP 
-1,stop,1201933797.0
=================================== trip START 
################################# cruise START 
47,314.102242352,1201933809.0
################################## cruise DROP 
==================================== trip DROP 
-1,stop,1201933850.0
=================================== trip START 
################################# cruise START 
48,140.953549268,1201933853.0
################################## cruise DROP 
################################# cruise START 
49,117.93730794,1201933860.0
################################## cruise DROP 
################################# cruise START 
50,134.961827494,1201933863.0
################################## cruise DROP 
################################# cruise START 
51,46.7759816517,1201933880.0
################################## cruise DROP 
==================================== trip DROP 
-1,stop,1201933883.0
=================================== trip START 
################################# cruise START 
52,127.423232232,1201933892.0
################################## cruise DROP 
################################# cruise START 
53,142.544741238,1201933900.0
################################## cruise DROP 
################################# cruise START 
54,189.876830087,1201933905.0
################################## cruise DROP 
################################# cruise START 
55,218.456011591,1201933908.0
################################## cruise DROP 
################################# cruise START 
56,50.7923689279,1201933941.0
################################## cruise DROP 
################################# cruise START 
57,172.30043815,1201933959.0
################################## cruise DROP 
################################# cruise START 
58,146.814985687,1201933962.0
59,132.003818677,1201933968.0
60,131.419890851,1201933984.0
################################### cruise END 
===================================== trip END 
-1,stop,1201934053.0
=================================== trip START 
################################# cruise START 
61,157.006066915,1201934062.0
################################## cruise DROP 
################################# cruise START 
62,304.486357207,1201934089.0
################################## cruise DROP 
################################# cruise START 
63,215.79642321,1201934112.0
################################## cruise DROP 
==================================== trip DROP 
-1,stop,1201934122.0
=================================== trip START 
################################# cruise START 
64,41.5786019603,1201934131.0
65,40.1246164074,1201934138.0
################################### cruise END 
==================================== trip DROP 
-1,stop,1201934147.0
=================================== trip START 
################################# cruise START 
66,307.379855996,1201934155.0
################################## cruise DROP 
################################# cruise START 
67,263.79268447,1201934164.0
################################## cruise DROP 
################################# cruise START 
68,222.161265153,1201934167.0
69,220.907683143,1201934190.0
################################### cruise END 
==================================== trip DROP 
-1,stop,1201934339.0
=================================== trip START 
################################# cruise START 
70,166.533222621,1201934364.0
################################## cruise DROP 
==================================== trip DROP 
-1,stop,1201934367.0
=================================== trip START 
################################# cruise START 
71,130.08033483,1201934370.0
################################## cruise DROP 
################################# cruise START 
72,206.555043069,1201934422.0
73,219.955647551,1201934425.0
################################### cruise END 
################################# cruise START 
74,202.156197339,1201934548.0
################################## cruise DROP 
################################# cruise START 
75,221.960781623,1201934551.0
################################## cruise DROP 
===================================== trip END 
-1,stop,1201934562.0
=================================== trip START 
################################# cruise START 
76,263.026879387,1201934597.0
################################## cruise DROP 
==================================== trip DROP 
-1,stop,1201934601.0
=================================== trip START 
################################# cruise START 
77,260.637914341,1201934605.0
################################## cruise DROP 
################################# cruise START 
78,223.401518643,1201934624.0
################################## cruise DROP 
==================================== trip DROP 
-1,stop,1201934640.0
=================================== trip START 
################################# cruise START 
79,308.577482954,1201934643.0
80,322.529978337,1201934662.0
################################### cruise END 
################################# cruise START 
81,90,1201934673.0
################################## cruise DROP 
################################# cruise START 
82,13.1390233713,1201934682.0
################################## cruise DROP 
==================================== trip DROP 
-1,stop,1201934717.0
=================================== trip START 
################################# cruise START 
83,230.072045029,1201934750.0
################################## cruise DROP 
==================================== trip DROP 
-1,stop,1201934758.0
=================================== trip START 
################################# cruise START 
84,217.469414804,1201934759.0
85,218.935715798,1201934764.0
################################### cruise END 
==================================== trip DROP 
-1,stop,1201934790.0
=================================== trip START 
################################# cruise START 
86,319.019441538,1201934794.0
################################## cruise DROP 
################################# cruise START 
87,302.699283365,1201934801.0
################################## cruise DROP 
==================================== trip DROP 
-1,stop,1201934808.0
=================================== trip START 
################################# cruise START 
88,259.760279113,1201934828.0
################################## cruise DROP 
==================================== trip DROP 
-1,stop,1201934871.0
=================================== trip START 
################################# cruise START 
89,324.522838374,1201934880.0
90,324.511128192,1201934899.0
91,310.161565507,1201934939.0
################################### cruise END 
==================================== trip DROP 
-1,stop,1201934975.0
=================================== trip START 
################################# cruise START 
92,309.270400384,1201934978.0
################################## cruise DROP 
################################# cruise START 
93,282.465455265,1201935074.0
################################## cruise DROP 
################################# cruise START 
94,264.675401431,1201935089.0
95,268.774618578,1201935157.0
96,275.589188194,1201935183.0
################################### cruise END 
################################# cruise START 
97,259.261326036,1201935199.0
################################## cruise DROP 
===================================== trip END 
-1,stop,1201935214.0
=================================== trip START 
################################# cruise START 
98,160.908244436,1201935217.0
################################## cruise DROP 
################################# cruise START 
99,82.4161191145,1201935223.0
100,88.3157702771,1201935247.0
101,91.8919485285,1201935272.0
################################### cruise END 
==================================== trip DROP 
-1,stop,1201935311.0
=================================== trip START 
################################# cruise START 
102,113.505656852,1201935326.0
103,120.880542852,1201935332.0
104,130.150830859,1201935337.0
################################### cruise END 
################################# cruise START 
105,154.841725136,1201935504.0
################################## cruise DROP 
################################# cruise START 
106,176.797237684,1201935515.0
################################## cruise DROP 
===================================== trip END 
-1,stop,1201935532.0
=================================== trip START 
################################# cruise START 
107,162.9520289,1201935542.0
################################## cruise DROP 
==================================== trip DROP 
-1,stop,1201935551.0
=================================== trip START 
################################# cruise START 
108,233.79379654,1201935555.0
################################## cruise DROP 
################################# cruise START 
109,186.432479126,1201935651.0
################################## cruise DROP 
################################# cruise START 
110,20.4406645317,1201935661.0
################################## cruise DROP 
===================================== trip END 
-1,stop,1201935696.0
=================================== trip START 
################################# cruise START 
111,116.223313471,1201935699.0
################################## cruise DROP 
==================================== trip DROP 
-1,stop,1201935767.0
=================================== trip START 
################################# cruise START 
112,177.767723398,1201935770.0
113,190.528099969,1201935779.0
114,176.344484352,1201935783.0
################################### cruise END 
################################# cruise START 
115,156.597513627,1201935833.0
################################## cruise DROP 
################################# cruise START 
116,176.218725566,1201935844.0
################################## cruise DROP 
################################# cruise START 
117,237.259875145,1201935858.0
################################## cruise DROP 
################################# cruise START 
118,101.326793214,1201935926.0
################################## cruise DROP 
################################# cruise START 
119,228.429077434,1201935946.0
################################## cruise DROP 
################################# cruise START 
120,265.066762192,1201935949.0
121,271.988254045,1201935977.0
################################### cruise END 
===================================== trip END 
